Nama Resto,alamat,daerah,buka_tutup,jam_buka,jam_tutup,harga_semua,harga_awal,harga_akhir,rata_rata,rating,telepon,tipe,menu,review 
Bakso Prabu Ciracas,"Jl. Raya Centex No.71, RT.8/RW.3, Ciracas, Kec. Ciracas, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13740",Jakarta Timur,10.00  -  21.00,10:00:00 AM,  21.00,20.000  -  100.000,"20.000,00","100.000,00","60.000,00",4.5,811262263,Restoran,"Bakso Urat, Bakso Telur, Mie Ayam, Mie Goreng","Tempatnya nyaman, gak yg panas banget karena ada kipas anginnya, makanannya juga enak-enak cuma ada pegawai yang kurang sat set saat bekerja, jadi saat makanan di take away jadi bolak-balik nanyain udah selesai belum. Semoga kedepannya bisa lebih baik lagi."
Bakso sabar ciracas,"Jl. Raya Ciracas No.18 1, RT.1/RW.8, Ciracas, Kec. Ciracas, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13740",Jakarta Timur,08.00  -  22.00,8:00:00 AM,  22.00,10.000  -  60.000,"10.000,00","60.000,00","35.000,00",4.3,8811592001,PKL,"Bakso Urat, Bakso Telur, Mie Ayam, Mie Goreng",Baksonya enak.. Banyak pilihan makanan. Harganya menengah. Parkiran untuk mobil agak sulit krna pinggir jalan.
Siang Malam Restaurant,"Jl. Raya Jakarta - Bogor No.KM. 24, RT.1/RW.1, Susukan, Kec. Ciracas, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13750",Jakarta Timur,07.00  -  12.00,7:00:00 AM,  12.00,10.000  -  60.000,"10.000,00","60.000,00","35.000,00",4.4,2187791820,Restoran,"Nasi Goreng, Mie Goreng, Sate Ayam, Sate Kambing","Sangat ramai,aneka masakan yang sangat variatif,harga terjangkau,menu special,Ruang ViP ber AC,nyaman"
Seblak Seuhah Centex,"Jl. Raya Centex No.RT.02 No.2, RT.2/RW.10, Ciracas, Kec. Ciracas, Jakarta, Daerah Khusus Ibukota Jakarta 13740",Jakarta Timur,11.00  -  21.00,11:00:00 AM,  21.00,10.000  -  30.000,"10.000,00","30.000,00","20.000,00",4.4,85770724556,PKL,"Seblak Ceker, Seblak Bakso, Seblak Sosis, Seblak Makaroni","Seblak yang cukup terjangkau dan banyak pilihan jenis seblak ataupun cilok kuah. Ada juga ayam gepreknya, cuma belum pernah nyoba sih. Tempatnya emang gak begitu luas.. di depan cuma ada meja 1 dan 5 kursi. Lokasinya pinggir jalan dekat dengan angkringan seafood. Wajib coba sih untuk seblak harga terjangkau, banyak pilihan dan porsi cukup . Mantap, pelayanan ibu²nya juga oke dan ramah."
Warung Soto Betawi Mpok Yayuk,"Jl. Raya Bogor No.Km. 23, RT.1/RW.2, Susukan, Kec. Ciracas, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13750",Jakarta Timur,08.00  -  20.00,8:00:00 AM,  20.00,10.000  -  60.000,"10.000,00","60.000,00","35.000,00",4.5,81212265138,PKL,"Soto Betawi, Nasi Uduk, Ayam Goreng, Sambal","Soto dagingnya favorit saya, saya sering beli ini kalo istri sedang tidak masak. harga juga ga mahal"
KFC,"Jl. Raya Jakarta - Bogor No.KM. 25, Ciracas, Kec. Ciracas, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13770",Jakarta Timur,07.00  -  21.00,7:00:00 AM,  21.00,20.000  -  100.000,"20.000,00","100.000,00","60.000,00",4.4,8117157147,Restoran,"Burger, Fried Chicken, French Fries, Soft Drink"," untuk makan di tempat atau take away cenderung tidak pernah seramai KFC yang lain, jadi bisa lebih cepat untuk menikmati hidangan KFC di outlet ini.. pelayanan nya standar KFC lah.. anyway okelah.."
Warung Sate dan Sop Kambing Pak Pambudi,"Jl. Raya Jakarta - Bogor No.50, RT.6/RW.1, Susukan, Kec. Ciracas, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13750",Jakarta Timur,11.00  -  22.00,11:00:00 AM,  22.00,20.000  -  100.000,"20.000,00","100.000,00","60.000,00",4.5,218414303,PKL,"Sate Kambing, Sop Kambing, Gulai Kambing, Tongseng","Ga ada yang bisa nyaingin rasanya, ga bau, bening banyak pulak isinya, pokoknya paling terenak deh SOP kambingnya, yang lain lewaaatttt, makan di tempatnya langsung apalagi..."
Kedai Mancing,"Jalan Raya Bogor KM.23 RT.3/RW.5 No.24 Rambutan Ciracas RT.3, RT.3/RW.5, Rambutan, Kec. Ciracas, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13830",Jakarta Timur,10.00  -  22.00,10:00:00 AM,  22.00,10.000  -  100.000,"10.000,00","100.000,00","55.000,00",4.5,2122878710,Restoran,"Ikan Bakar, Udang Goreng, Cumi Bakar, Sop Ikan","Tempatnya sih B aja. Kurang asyik sih, entar apanya ya? auranya kurang aja. Mungkin menataan pencahayaan, interior maupun arsitekturnya. Parkirnua juga standar biasa, didepan mencos2. Kalo pas rame repot. Tapi kesini khan karena lapar mau makan enak harga worth it."
Global Cake & Bakery Ciracas,"MVCF+4V8, Jl. Raya Ciracas, RT.9/RW.2, Ciracas, Kec. Ciracas, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13740",Jakarta Timur,07.00  -  21.00,7:00:00 AM,  21.00,10.000  -  100.000,"10.000,00","100.000,00","55.000,00",4.6,82114875247,Bakery,"Cake, Cupcake, Donut, Pastry",Salah satu toko kue favorit di ciracas. Tempat luas dan bersih. Citarasa kuenya enak . Creamnya gak bikin enek. Satu lagi harganya murah tapi kualitas rasa dan penampilan gak murahan.
Java Bread,"Jl. Raya Centex No.85, RT.5/RW.3, Ciracas, Kec. Ciracas, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13740",Jakarta Timur,07.00  -  21.00,7:00:00 AM,  21.00,10.000  -  100.000,"10.000,00","100.000,00","55.000,00",4.5,81389397046,Bakery,"Roti Tawar, Roti Manis, Roti Gandum, Croissant","rotinya enak lembut dan murahhh lagi, saya paling seneng roti isi coklatnya. terus roti tawarnya murah yang tanpa kulit/pake kulit cuma 9000 dan teksturnya pun hampir sama dengan brand Sar* Rot*"
Fika Cakes Ciracas,"Jl. Raya Ciracas No.24 1, RT.1/RW.5, Ciracas, Kec. Ciracas, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13740",Jakarta Timur,07.00  -  21.00,7:00:00 AM,  21.00,10.000  -  100.000,"10.000,00","100.000,00","55.000,00",4.3,85845246221,Bakery,"Cake, Cupcake, Donut, Pastry","kue nya enak banget nagih sampe di bikin langganan tiap minggu beli terus di sini, pelayanan nya juga baik kasir nya cantik ramah dan murah senyum pkok nya "
Siomay & Batagor Akang Agus Cijantung,"Jl. Pendidikan No.1, RT.1/RW.4, Cijantung, Kec. Ps. Rebo, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13770",Jakarta Timur,13.00  -  23.00,1:00:00 PM,  23.00,10.000  -  30.000,"10.000,00","30.000,00","20.000,00",4.5,82320782681,PKL,"Siomay, Batagor, Tahu Goreng, Lontong",Tempat makanan murah di samping Mall Cijantung.Harga nya terjangkau.
Mie Bakso Sigit,"6, Jl. H. Baping No.11 6, RT.11/RW.6, Susukan, Kec. Ciracas, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13750",Jakarta Timur,08.00  -  20.00,8:00:00 AM,  20.00,10.000  -  30.000,"10.000,00","30.000,00","20.000,00",4.6,85283630569,PKL,"Mie Ayam, Bakso Urat, Bakso Telur, Mie Goreng","Masih menjadi tempat baso favorit saya. Mantap basonya bukan baso abal dagingnya berasaa, isinya banyakk.. mi ayamnya jg ga kalah.. Pelayanan sangat cepat, pesan dulu di depan, lalu cari tempat duduk, ga sampe 5 menit, pesanan datang."
WARTEG MAMOKA BAHARI (Tanah Merdeka),"9, RT.9/RW.2, Rambutan, Kec. Ciracas, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13830",Jakarta Timur,08.00  -  22.00,8:00:00 AM,  22.00,10.000  -  30.000,"10.000,00","30.000,00","20.000,00",4.7,,PKL,"Nasi Rames, Sayur Lodeh, Ikan Goreng, Ayam Balado","Makannya enak. Ragammnya juga banyak. Kegemaran saya soto Ayam, teri. Jengkol kalau lagi ada"
BASO ACI MANTULL_CIRACAS,"Jalan Raya Poncol Rt. 09/09 no. 5, RT.12/RW.7, Susukan, Kec. Ciracas, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13750",Jakarta Timur,13.00  -  21.00,1:00:00 PM,  21.00,10.000  -  30.000,"10.000,00","30.000,00","20.000,00",4.7,85838956794,PKL,"Baso Aci, Baso Urat, Baso Telur, Mie Ayam","Bakso acinya enak seger,cuman tempatnya terlalu kecil harga jelas murah"
Nasi goreng Devano,"Jakarta timur Kampung rambutan, Jl. Tanah Merdeka, RT.7/RW.6, raya, Kec. Ciracas, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13830",Jakarta Timur,00.01  -  24.00,12:01:00 AM,  24.00,10.000  -  30.000,"10.000,00","30.000,00","20.000,00",3.6,85591188926,PKL,"Nasi Goreng Spesial, Nasi Goreng Ayam, Nasi Goreng Seafood, Nasi Goreng Telur",Klo GK niat jualan aplikasi matiin! Bukan sekali dua kali ya gua dpt resto tutup! Gua dpt jauh pas sampe resto tutup! Jangan kaya baru di online! Bisa ngeliat kan ? Udh tau bisa di atur jam tutup! Klo emng tutup ya di matiin aplikasi jangan di nyalain!
Mie Ayam 87 Restaurant & Seafood,"16, Jl. Inspeksi Saluran Kalimalang, Kav. Agraria Blok E No. 7 Duren Sawit, RT.2/RW.16, Duren Sawit, Kec. Duren Sawit, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 12870",Jakarta Timur,09.00  - 21.00,9:00:00 AM, 21.00,30.000  -  100.000,"30.000,00","100.000,00","65.000,00",4.3,218617818,Restoran,"Mie Ayam, Bakso, Seafood Platter, Pangsit Goreng","Resto ini bs disebut resto chinesse food legendaris. Sudah ada sejak saya masih SMP dulu. Jd udah lebih dr 20 tahunan dan masih eksis sampai sekarang. Saya pun baru kemari lagi setelah sekian tahun hanya lewat saja. Resto ini jd favorit alm. Bapak saya karena gurame asam manisnya the best. Saya pun suka. Kemarin ketika saya kumpul-kumpul dgn teman, kami makan nasgor, miegor, dan kwetgor. Rasanya mantab. Jd bisa dibilang resto ini tetap eksis sampai sekarang Krn kualitas rasa tetap terjaga. Salut sama pemiliknya yg mampu konsisten menyediakan makanan yg enak. Dr segi harga, standarnya Chinese food resto lah. Tempat parkir cukup memadai, lokasi strategis di jalan utama Kalimalang, toilet bersih, hanya sayang musholla tidak ada, tapi disediakan space di ruang atas utk sholat namun fasilitas ambil wudhu tidak ada. Hanya bisa menggunakan kran air di tempat parkir resto. Suasana resto ga berubah. Tetap sama seperti dulu. Jd bisa terlihat vibe nya yg tidak SE modern resto sekarang PD umumnya. So far, tetep HEPI bs datang lagi ke sana, mencicipi makanannya sambil bernostalgia masa remaja dulu"
SUKINABE Japanese Suki & Grill,"Jalan Raya Kalimalang E/4F, RT.2/RW.16, Duren Sawit, Jakarta 13440",Jakarta Timur,07.00  -  21.00,7:00:00 AM,  21.00,20.000  -  500.000,"20.000,00","500.000,00","260.000,00",4.3,81513150218,Restoran,"Suki, Grill Beef, Chicken Teriyaki, Sushi",Menurut saya ini all you can eat versi tidak mubazir. Jadi tidak brutal mengambilnya dagingnya dan tidak ada yang sisa. Jumlah yang dimakan bisa disesuaikan dengan kapasitas perut. Pelayanannya ramah.
"Sambal Bakar Indonesia, Duren Sawit","Jl. Lkr. Duren Sawit No.3 Blok L2, RT.1/RW.8, Duren Sawit, Kec. Duren Sawit, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13440",Jakarta Timur,12.15  -  21.45 ,12:15:00 PM,  21.45 ,20.000  -  100.000,"20.000,00","100.000,00","60.000,00",4.6,87840245116,Restoran,"Ayam Bakar Sambal, Iga Bakar, Nasi Uduk, Tempe Goreng","Tersedia tempat yg ber-ac sehingga cukup nyaman jika bawa anak2, ada pilihan pakai meja-kursi atau Lesehan... Untuk pemesanan bisa langsung via digital board atau lewat QR yang ada di meja. Pilihan makanannya banyak dan enak, kalo ragu silakan pilih rekomendasi nya aja."
Lukla Rooftop,"Jl. Radin Inten II No.93, RT.4/RW.7, Duren Sawit, Kec. Duren Sawit, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13440",Jakarta Timur,08.00  -  22.00,8:00:00 AM,  22.00,10.000  -  100.000,"10.000,00","100.000,00","55.000,00",4.7,87878650626,Café,"Coffee, Tea, Sandwich, Salad","Pagi pagi memang sengaja random cari tempat sarapan pagi dan ngopi2... Tempat ngopinya disalah satu rooftop gedung di jalan radrn inten.. tempatnya nyaman, parkir mobil tersedia, akses ke rooftop menggunakan lift...."
Gubhida korean BBQ,"Jl. Dermaga Raya No.26c, RT.13/RW.11, Klender, Jakarta, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13470",Jakarta Timur,12.15  -  21.45 ,12:15:00 PM,  21.45 ,20.000  -  100.000,"20.000,00","100.000,00","60.000,00",4.2,81929825761,Restoran,"Korean BBQ, Bibimbap, Kimchi, Tteokbokki","Pertama kali kesini, untuk tempat dan suasana memang agak kurang ya karena persis di pinggir jalan bgt, dan suka ada pengamen tp masih kondusif.. pelayanan dari karyawan nya good sekali. Meskipun banyak kurangnya, tp sesuai dengan harganya yg murah kok jd gak bisa expect banyak2.. cocok untuk mahasiswa 😁"
Nasi Goreng LAKBOK,"Jl. Swadaya Raya No.2 8, RT.8/RW.7, Duren Sawit, Kec. Duren Sawit, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13440",Jakarta Timur,17.00  -  12.00,5:00:00 PM,  12.00,10.000  -  30.000,"10.000,00","30.000,00","20.000,00",4.6,82210733619,PKL,"Nasi Goreng Pedas, Nasi Goreng Ayam, Nasi Goreng Seafood, Nasi Goreng Sosis",Rasa enak. Bahan makanan nya keliatan dan terasa premium. Sosis baso nya bukan yg abal2. Sawi dan kol nya fresh. Pelayanan mas2 yg bagian motong2nya ramah dan sopan. Bapak2 yg masak (maaf ya pak) agak nyeremin.
GUDEG BUARAN BU DWI,"Samping Rahmat Tailor, Jl. Buaran Raya NO.8B, RT.4/RW.12, Duren Sawit, Kec. Duren Sawit, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13470",Jakarta Timur,10.00  -  21.00,10:00:00 AM,  21.00,10.000  -  30.000,"10.000,00","30.000,00","20.000,00",4.5,81294426210,Restoran,"Gudeg Ayam, Gudeg Telur, Gudeg Krecek, Nasi Liwet","harga relatif murah, menu lengkap, rasa lumayan buat obat kangen gudeg, tapi jgn dibandingin sama gudeg asli jogja ya."
Raffel's Sandwich Kalimalang,"Komplek Ruko Kalimalang Emas Jalan Tarum Barat Kav. E7 Blok 11, RT.8/RW.7, Pd. Bambu, Kec. Duren Sawit, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13430",Jakarta Timur,10.00  -  22.00,10:00:00 AM,  22.00,20.000  -  100.000,"20.000,00","100.000,00","60.000,00",4.5,87777508822,Café,"Chicken Sandwich, Beef Sandwich, Veggie Sandwich, French Fries","Lokasi di kalimalang yang berisik, tetapi karena ruangannya cukup kedap suara sehingga bising2 dluar tidak kedengeran. Makanannya enak"
Nays Cafe,"Jl. Laut Arafuru No.5 blok a5, RT.8/RW.10, Pondok Bambu, Durensawit, East Jakarta City, Jakarta 13430",Jakarta Timur,09.00  - 21.00,9:00:00 AM, 21.00,10.000  -  100.000,"10.000,00","100.000,00","55.000,00",4.4,2186614860,Café,"Coffee, Tea, Pastry, Sandwich","Nyaman, adem banyak pohonan, makanannya enak, harga terjangkau, seru buat kumpul-kumpul"
Tahu Campur Ojo Lali Cak Bejo,"Jl. Raya Jatiwaringin No.18 2, RT.2/RW.13, Cipinang Melayu, Kec. Makasar, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13620",Jakarta Timur,12.15  -  21.45 ,12:15:00 PM,  21.45 ,10.000  -  30.000,"10.000,00","30.000,00","20.000,00",4.5,81315710045,PKL,"Tahu Campur, Tahu Tek, Lontong Balap, Rujak Cingur","Memang Rujak Cingur dan Tahu Campurnya ENAK banget, irisan dagingnya gede2 dan harganya murah untuk porsi segitu banyak dengan rasa yang enak"
C&C Food and Coffee,"Jl. Kolonel Sugiono No.41 14, RT.14/RW.9, Pd. Bambu, Kec. Duren Sawit, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13440",Jakarta Timur,02.00  -  23.00,2:00:00 AM,  23.00,10.000  -  60.000,"10.000,00","60.000,00","35.000,00",4.4,2122088562,Café,"Espresso, Latte, Cappuccino, Croissant, Sandwich","tempatnya enak, ada outdoor di lantai atas juga. untuk makanan cukup variatif dengan harga yg terjangkau, lengkap dari cemilan sampai makanan berat. minuman juga banyak menunya, bahkan mereka menyediakan jus. good job 👍"
OTW Sushi Jakarta,"Jl. Rawa Domba No.4 8, RT.8/RW.16, Duren Sawit, Kec. Duren Sawit, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13440",Jakarta Timur,11.00  -  22.00,11:00:00 AM,  22.00,10.000  -  60.000,"10.000,00","60.000,00","35.000,00",4.5,83805883311,Restoran,"Sushi Roll, Sashimi, Tempura, Ramen","Untuk rasa dikomparasi dengan harga ya, oke banget, pantas seh aku kasih rating  5, dari variasi sushinya, harga nya, ok banget, service seh kurang ya, pembayaran tidak ada edc, trus runner sedikit, tapi apa seh yang kamu ekspektasikan dengan harga segini, sushinya enak, variasinya banyak. Untuk parkir cuma bisa maks 3 mobil ya. Dan tempat ini layak dicoba."
Sin Nan Da  -  Buaran,"Belakang agung baby toys, Sebrang terraza bali, Jl. Buaran Raya sebelah PS No.34, Duren Sawit, Kec. Duren Sawit, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13440",Jakarta Timur,10.00  -  22.00,10:00:00 AM,  22.00,10.000  -  30.000,"10.000,00","30.000,00","20.000,00",4.3,81325612313,Café,"Kimbab, bibimbab, toppoki, ramyun","Menu makanan dan minuman ala Korea terlengkap, tempat ternyaman untuk nongkrong santai. Aku dan keluargaku sangat cocok mampir di cafe SIN NAN DA / Mie-Lineal BRO & SIS. Karena dari berbagai macam menu bisa dipilih sesuai selera, dan soal rasa dijamin ketagihan! harga juga terjangkau"
Wingstop Buaran,"Jl. Radin Inten II No.6, RT.8/RW.15, Duren Sawit, Kec. Duren Sawit, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 15310",Jakarta Timur,10.00  -  22.00,10:00:00 AM,  22.00,20.000  -  100.000,"20.000,00","100.000,00","60.000,00",4.5,81119108888,Restoran,"Chicken Wings, French Fries, Burgers, Soft Drinks","Rasa makanannya enak semua, gak ada yang mengecewakan. Buat pelayanan disini juga oke, bahkan buat nunggu makanan selesai aja gak terlalu lama. Tempat dine-in nya juga luas, jadi gak perlu tuh yang namanya bingung buat pilih mau makan dimana."
Pecel Berkah,"Jl. Kolonel Sugiono No.32, Duren Sawit, Kec. Duren Sawit, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13440",Jakarta Timur,08.00  -  22.00,8:00:00 AM,  22.00,20.000  -  100.000,"20.000,00","100.000,00","60.000,00",4.5,8119339899,Restoran,"Nasi Pecel, Pecel Lele, Pecel Ayam, Sambal Pecel","Makanan, nyobain nasi krawu, pecel sayur dan bakwan jagungnya. Enak semua nasi krawu nya menurut saya oke, pecel enak dapet peyek juga dan bakwan jagung enak."
Pagi Sore Kalimalang,"Jl. Raya Kalimalang No.1, Pd. Klp., Kec. Duren Sawit, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13450",Jakarta Timur,10.00  -  22.00,10:00:00 AM,  22.00,20.000  -  100.000,"20.000,00","100.000,00","60.000,00",4.6,2186907422,Restoran,"Nasi Uduk, Nasi Kuning, Ayam Goreng, Sambal","Pagi sore emang selalu enak sih. Kesini pas jam buka puasa jadi rame banget tapi staffnya cepet bisa kasih meja buat saya yg tanpa reservasi, saya selalu jatuh cinta sama gulai tunjangnya si pagi sore lembut, makan gak pake usaha, tinggal potong pake sendok langsung hap, puding coklatnya enak banget,"
Sop Djakartasoenda Ma'idah,"Jl. Inspeksi Kalimalang No.10 RT.2 Blok W, RT.2/RW.16, Duren Sawit, Kec. Duren Sawit, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13440",Jakarta Timur,12.15  -  21.45 ,12:15:00 PM,  21.45 ,10.000  -  60.000,"10.000,00","60.000,00","35.000,00",4.5,85773489510,Restoran,"Sop Iga, Sop Buntut, Soto Betawi, Nasi Uduk","Pesan Sop Djanda tidak pedas dan Sate Marangginya. Sopnya kuah bening berisi iga sapi, rasanya segar. Untuk sate marangginya enak, bumbunya terasa di pas di lidah. Selain sup dan sate maranggi, masih ada menu2 lain yg patut untuk dicoba. Bisa menjadi alternatif menu utk makan siang atau malam. Servicenya cepat, staff-nya banyak."
Majestyk Bakery & Cake Shop Pondok Bambu,"Jl. Pahlawan Revolusi No.3, RT.1/RW.7, Pd. Bambu, Kec. Duren Sawit, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13430",Jakarta Timur,07.00  -  21.00,7:00:00 AM,  21.00,100.000  -  200.000,"100.000,00","200.000,00","150.000,00",4.4,2186610221,Bakery,"Cake, Bread, Pastry, Donut","Toko roti dan kue yg cukup besar dan memiliki berbagai cabang di Jakarta, favorite saya adalah kue Bika Ambon yg kenyal dan enak. Salah satu nilai plus dari toko ini adalah mereka menyediakan tester cukup banyak utk semua varian roti kue yg porsinya masing2 cukup besar seperti brownies, bika ambon, dll. Jadi kita bisa merasakan sebelum benar2 membelinya."
Holland Bakery Pondok Bambu,"Jl. Pahlawan Revolusi No.10 2, RT.2/RW.5, Pd. Bambu, Kec. Duren Sawit, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13430",Jakarta Timur,07.00  -  21.00,7:00:00 AM,  21.00,100.000  -  200.000,"100.000,00","200.000,00","150.000,00",4.7,2122866815,Bakery,"Cake, Bread, Pastry, Donut","Standard Holland bakery, pelayanan baik dan pilihan makanan yang enak. Mudah di akses karena letaknya di pinggir jalan raya pondok bambu. Parkiran yang terbatas dan letaknya dekat dengan jalan yang ramai akan jadi catatan jika mau berkunjung menggunakan mobil."
Bolu Arum Sari,"Jl. Masjid Al - Falah Gg. H. Tasmit No.3, RT.3/RW.5, Duren Sawit, Kec. Duren Sawit, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13440",Jakarta Timur,06.00  -  22.00,6:00:00 AM,  22.00,30.000  -  100.000,"30.000,00","100.000,00","65.000,00",4.6,82210719903,Bakery,"Bolu Kukus, Bolu Bakar, Bolu Lapis, Bolu Pandan",Enak kue nya 
New Damas Resto,"Jalan Condet Raya No.6, Balekambang, Kramatjati, RT.3/RW.16, Cililitan, Kec. Kramat jati, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13530",Jakarta Timur,12.15  -  21.45 ,12:15:00 PM,  21.45 ,10.000  -  60.000,"10.000,00","60.000,00","35.000,00",4.4,81283973002,Café,"Nasi Goreng, Mie Goreng, Sate Ayam, Sate Kambing","Cozy dan convy ... Tempatnya asik ala2 rooftop bisa liat pemandangan sekitar condet. Menunya variatif, makanannya enak. Cuma mushola nya yg kurang. Mesti turun ke lt. 2 melewati puing2. WC nya pun kotor banget. Buat nongkrong enak, tapi siap2 capek krn naik ke lantai 3 pake tangga. Tapi terbayar dengan suasana restonya. Ada shisha juga disini."
"Kebuli & Steak, Condet Raya","Jl. Raya Condet No.3 1, RT.3/RW.16, Cililitan, Kec. Kramat jati, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13640",Jakarta Timur,09.00  - 21.00,9:00:00 AM, 21.00,10.000  -  60.000,"10.000,00","60.000,00","35.000,00",4.7,87781221998,Restoran,"Nasi Kebuli, Beef Steak, Chicken Steak, Lamb Chop","Baru pertama kali coba disini..kami sekeluarga pesan nasi kebuli ayam 4 porsi, nasi kebuli kambing dan pizza bolognise..ternyata enak banget..rasa rempah terass pada nasi kebuli dan dagingnya empuk meresap..highly recommended ..must try..highly recommended..pelayanan ok dan ramah Mas2 nya..terima kasih banyak  yaa..🙏  "
